TIME,SYMBOL,EX,PRICE,SIZE,COND,BID,BIDSIZ,OFR,OFRSIZ,SIGN
2017-09-19 13:53:12,BAC,B,24.96,101, ,24.95,810,24.96,663,1
2017-09-19 13:53:13,BAC,T,24.955,57, ,24.95,804,24.96,693,-1
2017-09-19 13:53:14,BAC,B,24.96,100, ,24.95,542,24.96,460,1
2017-09-19 13:53:17,BAC,J,24.955,100, ,24.95,274,24.96,220,-1
2017-09-19 13:53:20,BAC,N,24.955,160, ,24.95,262,24.96,230,-1
2017-09-19 13:53:22,BAC,B,24.96,300, ,24.95,1611,24.96,1341,1
2017-09-19 13:53:26,BAC,Y,24.95,100, ,24.95,258,24.96,224,-1
2017-09-19 13:53:26,BAC,V,24.955,200, ,24.95,516,24.96,454,1
2017-09-19 13:53:26,BAC,Y,24.95,100, ,24.95,258,24.96,236,-1
2017-09-19 13:53:27,BAC,B,24.96,100, ,24.95,522,24.96,466,1
2017-09-19 13:53:29,BAC,B,24.96,300, ,24.95,813,24.96,672,1
2017-09-19 13:53:29,BAC,Y,24.96,500, ,24.95,277,24.96,221,1
2017-09-19 13:53:32,BAC,N,24.955,400, ,24.95,819,24.96,684,-1
2017-09-19 13:53:34,BAC,Y,24.95,100, ,24.95,528,24.96,492,-1
2017-09-19 13:53:34,BAC,N,24.955,11, ,24.95,528,24.96,492,1
2017-09-19 13:53:36,BAC,B,24.96,3299, ,24.95,1728,24.96,1335,1
2017-09-19 13:53:36,BAC,Y,24.95,100, ,24.95,975,24.96,612,-1
2017-09-19 13:53:36,BAC,J,24.96,400, ,24.95,653,24.96,414,1
2017-09-19 13:53:37,BAC,N,24.959,89, ,24.95,325,24.96,179,1
2017-09-19 13:53:44,BAC,Y,24.955,40, ,24.95,1292,24.96,904,-1
2017-09-19 13:53:52,BAC,N,24.955,400, ,24.95,281,24.96,235,-1
2017-09-19 13:53:56,BAC,V,24.95,100, ,24.95,281,24.96,236,-1
2017-09-19 13:53:57,BAC,B,24.96,100, ,24.95,268,24.96,236,1
2017-09-19 13:54:01,BAC,B,24.96,44, ,24.95,302,24.96,223,1
2017-09-19 13:54:11,BAC,B,24.955,100, ,24.95,259,24.96,245,-1
2017-09-19 13:54:12,BAC,Y,24.96,100, ,24.95,286,24.96,235,1
2017-09-19 13:54:15,BAC,B,24.95,18, ,24.95,864,24.96,720,-1
2017-09-19 13:54:19,BAC,Y,24.95,100, ,24.95,286,24.96,244,-1
2017-09-19 13:54:25,BAC,Y,24.96,200, ,24.95,1473,24.96,1187,1
2017-09-19 13:54:33,BAC,Y,24.96,1000, ,24.95,2647,24.96,1786,1
2017-09-19 13:54:33,BAC,Y,24.96,3, ,24.95,702,24.96,465,1
2017-09-19 13:54:33,BAC,Y,24.95,100, ,24.95,662,24.96,470,-1
2017-09-19 13:54:35,BAC,Y,24.95,100, ,24.95,646,24.96,474,-1
2017-09-19 13:54:36,BAC,Y,24.95,100, ,24.95,302,24.96,243,-1
2017-09-19 13:54:42,BAC,Y,24.96,231, ,24.95,315,24.96,218,1
2017-09-19 13:54:42,BAC,B,24.96,100, ,24.95,353,24.96,218,1
2017-09-19 13:54:42,BAC,N,24.959,4, ,24.95,353,24.96,218,1
2017-09-19 13:54:42,BAC,Y,24.96,100, ,24.95,353,24.96,218,1
2017-09-19 13:54:42,BAC,Y,24.96,200, ,24.95,706,24.96,370,1
2017-09-19 13:54:44,BAC,B,24.96,100, ,24.95,704,24.96,410,1
2017-09-19 13:54:47,BAC,Y,24.96,900, ,24.95,1724,24.96,662,1
2017-09-19 13:54:47,BAC,J,24.96,1500, ,24.95,1724,24.96,662,1
2017-09-19 13:54:47,BAC,V,24.96,7335, ,24.95,6330,24.96,1025,1
2017-09-19 13:54:47,BAC,Z,24.96,18268, ,24.95,2844,24.96,662,1
2017-09-19 13:54:47,BAC,B,24.96,10821, ,24.96,4157,24.97,3001,-1
2017-09-19 13:54:47,BAC,Y,24.96,1000, ,24.96,9345,24.97,10963,-1
2017-09-19 13:54:47,BAC,Y,24.96,300, ,24.96,368,24.97,542,-1
2017-09-19 13:54:47,BAC,J,24.96,400, ,24.96,870,24.97,2372,-1
2017-09-19 13:54:47,BAC,N,24.96,28, ,24.96,689,24.97,2430,-1
2017-09-19 13:54:47,BAC,P,24.965,100, ,24.96,64,24.97,356,1
2017-09-19 13:54:47,BAC,P,24.965,100, ,24.96,64,24.97,356,1
2017-09-19 13:54:47,BAC,T,24.96,311, ,24.96,242,24.97,1424,-1
2017-09-19 13:54:47,BAC,B,24.96,600, ,24.96,237,24.97,1424,-1
2017-09-19 13:54:47,BAC,Y,24.96,400, ,24.96,125,24.97,712,-1
2017-09-19 13:54:47,BAC,J,24.96,100, ,24.96,177,24.97,1068,-1
2017-09-19 13:54:52,BAC,N,24.96,1100, ,24.96,626,24.97,2848,-1
2017-09-19 13:54:53,BAC,Y,24.96,69, ,24.96,163,24.97,1068,-1
2017-09-19 13:54:57,BAC,Y,24.96,200, ,24.96,298,24.97,1424,-1
2017-09-19 13:54:58,BAC,B,24.96,200, ,24.96,70,24.97,356,-1
2017-09-19 13:54:59,BAC,V,24.96,11, ,24.96,74,24.97,356,-1
2017-09-19 13:55:01,BAC,N,24.96,1, ,24.96,137,24.97,345,-1
2017-09-19 13:55:02,BAC,J,24.96,300, ,24.96,875,24.97,2052,-1
2017-09-19 13:55:04,BAC,Y,24.96,100, ,24.96,346,24.97,1026,-1
2017-09-19 13:55:05,BAC,V,24.96,11, ,24.96,118,24.97,342,-1
2017-09-19 13:55:06,BAC,Y,24.961,100, ,24.96,118,24.97,342,-1
2017-09-19 13:55:06,BAC,N,24.96,350, ,24.96,114,24.97,342,-1
2017-09-19 13:55:06,BAC,N,24.96,300, ,24.96,340,24.97,1036,-1
2017-09-19 13:55:06,BAC,N,24.96,121, ,24.96,115,24.97,352,-1
2017-09-19 13:55:06,BAC,N,24.96,866, ,24.96,210,24.97,704,-1
2017-09-19 13:55:06,BAC,N,24.96,761, ,24.96,294,24.97,1062,-1
2017-09-19 13:55:06,BAC,N,24.96,669, ,24.96,91,24.97,355,-1
2017-09-19 13:55:06,BAC,N,24.96,589, ,24.96,89,24.97,355,-1
2017-09-19 13:55:06,BAC,N,24.96,517, ,24.96,87,24.97,355,-1
2017-09-19 13:55:06,BAC,N,24.96,455, ,24.96,84,24.97,356,-1
2017-09-19 13:55:06,BAC,N,24.96,400, ,24.96,163,24.97,712,-1
2017-09-19 13:55:06,BAC,N,24.96,351, ,24.96,78,24.97,356,-1
2017-09-19 13:55:06,BAC,N,24.96,309, ,24.96,76,24.97,356,-1
2017-09-19 13:55:06,BAC,N,24.96,272, ,24.96,353,24.97,1424,-1
2017-09-19 13:55:06,BAC,N,24.96,239, ,24.96,84,24.97,356,-1
